gene,type,gene_model_description,all_gene_symbols,log2foldchange,p_value,pwo1_target,ubp5_target
AT5G50160,downregulated,Encodes a ferric chelate reductase that is expressed in shoots and flowers.,FERRIC REDUCTION OXIDASE 8 (FRO8);FERRIC REDUCTION OXIDASE 8 (ATFRO8),-0.705725160477369,8.37957433903472e-5,FALSE,FALSE
AT5G50280,upregulated,embryo defective 1006 (EMB1006); INVOLVED IN: embryo development ending in seed dormancy; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Pentatricopeptide repeat (InterPro:IPR002885); BEST Arabidopsis thaliana protein match is: Pentatricopeptide repeat (PPR) superfamily protein (TAIR:AT5G02860.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,EMBRYO DEFECTIVE 1006 (EMB1006),0.457709802272801,0.00318807362408264,FALSE,FALSE
AT5G50800,downregulated,Encodes a member of the SWEET sucrose efflux transporter family proteins.,(AtSWEET13); (SWEET13),-1.8814086858014,5.69887580957351e-5,FALSE,FALSE
AT5G50915,upregulated,"basic helix-loop-helix (bHLH) DNA-binding superfamily protein; FUNCTIONS IN: DNA binding, sequence-specific DNA binding transcription factor activity; INVOLVED IN: response to gibberellin stimulus; LOCATED IN: nucleus; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Helix-loop-helix DNA-binding domain (InterPro:IPR001092), Helix-loop-helix DNA-binding (InterPro:IPR011598); BEST Arabidopsis thaliana protein match is: basic helix-loop-helix (bHLH) DNA-binding superfamily protein (TAIR:AT1G68920.3); Has 2137 Blast hits to 2129 proteins in 98 species: Archae - 0; Bacteria - 0; Metazoa - 1; Fungi - 37; Plants - 2099; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",NA,1.06252199459753,4.37632378677253e-4,FALSE,FALSE
AT5G50950,downregulated,"Encodes a fumarase enzyme initially shown to be in the mitochondria through proteomic studies but later shown to be present in the cytosol using an RFP fluorescent protein tag. It appears to be important for the accumulation of fumarate from malate in leaves in the light, and helps to promote nitrogen assimilation under high nitrogen conditions. It does not appear to be necessary for lipid metabolism and seedling growth.",FUMARASE 2 (FUM2),-1.96151183783083,2.25238339215779e-10,FALSE,FALSE
AT5G51100,upregulated,Fe superoxide dismutase whose mRNA levels are increased in response to exposure to UV-B.,FE SUPEROXIDE DISMUTASE 2 (FSD2),0.609846219433291,7.4378916560833e-5,FALSE,FALSE
AT5G51260,downregulated,"HAD superfamily, subfamily IIIB acid phosphatase ; FUNCTIONS IN: acid phosphatase activity; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Acid phosphatase (Class B) (InterPro:IPR005519), Vegetative storage protein/acid phosphatase (InterPro:IPR014403), Acid phosphatase, plant (InterPro:IPR010028); BEST Arabidopsis thaliana protein match is: HAD superfamily, subfamily IIIB acid phosphatase  (TAIR:AT4G25150.1); Has 906 Blast hits to 901 proteins in 278 species: Archae - 0; Bacteria - 491; Metazoa - 2; Fungi - 0; Plants - 366; Viruses - 0; Other Eukaryotes - 47 (source: NCBI BLink).",NA,-0.805927258908633,8.50643485547485e-4,TRUE,TRUE
AT5G51460,upregulated,homologous to the C-terminal part of microbial trehalose-6-phosphate phosphatases,TREHALOSE-6-PHOSPHATE PHOSPHATASE A (TPPA); (ATTPPA),0.557650891324808,3.1690821513011e-4,FALSE,FALSE
AT5G52050,upregulated,"MATE efflux family protein; FUNCTIONS IN: antiporter activity, drug transmembrane transporter activity; INVOLVED IN: drug transmembrane transport, transmembrane transport; LOCATED IN: membrane; EXPRESSED IN: 7 plant structures; EXPRESSED DURING: 7 growth stages; CONTAINS InterPro DOMAIN/s: Multi antimicrobial extrusion protein MatE (InterPro:IPR002528); BEST Arabidopsis thaliana protein match is: MATE efflux family protein (TAIR:AT4G23030.1); Has 10796 Blast hits to 10712 proteins in 2003 species: Archae - 245; Bacteria - 7617; Metazoa - 145; Fungi - 324; Plants - 1294; Viruses - 0; Other Eukaryotes - 1171 (source: NCBI BLink).",NA,1.46257018175384,3.70246249253887e-7,FALSE,FALSE
AT5G52300,upregulated,"encodes a protein that is induced in expression in response to water deprivation such as cold, high-salt, and dessication. The response appears to be via abscisic acid. The promoter region contains two ABA-responsive elements (ABREs) that are required for the dehydration-responsive expression of rd29B as cis-acting elements. Protein is a member of a gene family with other members found plants, animals and fungi.",LOW-TEMPERATURE-INDUCED 65 (LTI65);RESPONSIVE TO DESSICATION 29B (RD29B),2.23672133393055,8.76724632759746e-4,FALSE,FALSE
AT5G52830,upregulated,Encodes a WRKY transcription factor WRKY27.  Mutation in Arabidopsis WRKY27 results in delayed symptom development in response to the bacterial wilt pathogen Ralstonia solanacearum.,WRKY DNA-BINDING PROTEIN 27 (WRKY27);ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 27 (ATWRKY27),0.968272871372439,5.77295126113004e-4,FALSE,FALSE
AT5G53160,upregulated,"Encodes RCAR3, a regulatory component of ABA receptor.  Interacts with protein phosphatase 2Cs ABI1 and ABI2.  Stimulates ABA signaling.",PYR1-LIKE 8 (PYL8);REGULATORY COMPONENTS OF ABA RECEPTOR 3 (RCAR3),0.629205417969495,0.00330853155813501,FALSE,FALSE
AT5G53250,upregulated,arabinogalactan protein 22 (AGP22); CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF1070 (InterPro:IPR009424); BEST Arabidopsis thaliana protein match is: arabinogalactan protein 20 (TAIR:AT3G61640.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,ARABINOGALACTAN PROTEIN 22 (ATAGP22);ARABINOGALACTAN PROTEIN 22 (AGP22),1.11608031287613,0.00259925630355512,FALSE,FALSE
AT5G53486,downregulated,unknown protein; LOCATED IN: endomembrane system; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,NA,-0.837195157013105,0.00346378861474165,FALSE,FALSE
AT5G53750,upregulated,"CBS domain-containing protein; CONTAINS InterPro DOMAIN/s: Cystathionine beta-synthase, core (InterPro:IPR000644); BEST Arabidopsis thaliana protein match is: Cystathionine beta-synthase (CBS) family protein (TAIR:AT4G27460.1); Has 152 Blast hits to 152 proteins in 18 species: Archae - 0; Bacteria - 0; Metazoa - 1; Fungi - 0; Plants - 150; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).",NA,0.836556912056428,0.00196127187416317,FALSE,FALSE
AT5G54180,upregulated,"plastid transcriptionally active 15 (PTAC15); FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plastid chromosome, chloroplast, nucleoid; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Mitochodrial transcription termination factor-related (InterPro:IPR003690); BEST Arabidopsis thaliana protein match is: Mitochondrial transcription termination factor family protein (TAIR:AT4G14605.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",PLASTID TRANSCRIPTIONALLY ACTIVE 15 (PTAC15),0.67742067600009,6.84070356424492e-4,FALSE,FALSE
AT5G54190,downregulated,light-dependent NADPH:protochlorophyllide oxidoreductase A,PROTOCHLOROPHYLLIDE OXIDOREDUCTASE A (PORA),-2.30495602796964,3.25977314492036e-19,FALSE,FALSE
AT5G54270,downregulated,Lhcb3 protein is a component of the main light harvesting chlorophyll a/b-protein complex of Photosystem II (LHC II).,(LHCB3*1);LIGHT-HARVESTING CHLOROPHYLL B-BINDING PROTEIN 3 (LHCB3),-1.34680327075568,8.19747466855802e-19,FALSE,FALSE
AT5G54510,downregulated,"Encodes an IAA-amido synthase that conjugates Ala, Asp, Phe, and Trp to auxin. Lines overexpressing this gene accumulate IAA-ASP and are hypersensitive to several auxins.  Identified as a dominant mutation that displays shorter hypocotyls in light grown plants when compared to wild type siblings. Protein is similar to auxin inducible gene from pea (GH3).",DWARF IN LIGHT 1 (DFL1);GRETCHEN HAGEN3.6 (GH3.6),-0.441082475367436,0.00202697919263793,FALSE,FALSE
AT5G54585,downregulated,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,NA,-1.39148593669813,6.64365055327501e-9,FALSE,FALSE
AT5G54610,downregulated,Induced in response to Salicylic acid. Belongs to the ankyrin repeat protein family.,BIAN DA 2 (BECOMING BIG IN CHINESE) (BDA1);ANKYRIN (ANK),-1.39352669303972,2.0128659384481e-10,FALSE,FALSE
AT5G54630,downregulated,"zinc finger protein-related; FUNCTIONS IN: sequence-specific DNA binding transcription factor activity; INVOLVED IN: regulation of transcription; LOCATED IN: intracellular; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Zinc finger, C2H2-like (InterPro:IPR015880), Zinc finger, C2H2-type (InterPro:IPR007087); BEST Arabidopsis thaliana protein match is: zinc finger (C2H2 type) family protein (TAIR:AT4G27240.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",NA,-0.508030236643706,0.00269735811600368,FALSE,FALSE
AT5G54710,upregulated,"Ankyrin repeat family protein; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; CONTAINS InterPro DOMAIN/s: Ankyrin repeat-containing domain (InterPro:IPR020683), Ankyrin repeat (InterPro:IPR002110); BEST Arabidopsis thaliana protein match is: Ankyrin repeat family protein (TAIR:AT1G34050.1); Has 20807 Blast hits to 11728 proteins in 551 species: Archae - 16; Bacteria - 1568; Metazoa - 11429; Fungi - 1235; Plants - 2476; Viruses - 139; Other Eukaryotes - 3944 (source: NCBI BLink).",NA,0.676285080934198,0.00314455797601759,FALSE,FALSE
AT5G55280,upregulated,"Encodes one of two FtsZ proteins, tubulin-like proteins, in Arabidopsis.  It is involved in chloroplast division.",HOMOLOG OF BACTERIAL CYTOKINESIS Z-RING PROTEIN FTSZ 1-1 (FTSZ1-1);ARABIDOPSIS THALIANA HOMOLOG OF BACTERIAL CYTOKINESIS Z-RING PROTEIN FTSZ 1-1 (ATFTSZ1-1);CHLOROPLAST FTSZ (CPFTSZ),0.44182988589191,0.003141728704347,TRUE,TRUE
AT5G55640,downregulated,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,NA,-0.844401588332747,1.97341661453897e-4,TRUE,TRUE
AT5G56080,upregulated,Encodes a protein with nicotianamine synthase activity. Its transcript levels rise in roots in response to zinc deficiency and rise in leaves in response to elevated levels of zinc.,ARABIDOPSIS THALIANA NICOTIANAMINE SYNTHASE 2 (ATNAS2);NICOTIANAMINE SYNTHASE 2 (NAS2),2.11691829067494,4.00566666563332e-7,FALSE,FALSE
AT5G56090,upregulated,"Encodes a homolog of COX15.  Microarray analysis show a 3.2 fold increase in transcription after treatment with rotenone, an electron transport chain inhibitor.",CYTOCHROME C OXIDASE 15 (COX15),0.645890828593578,5.42898951381987e-4,FALSE,FALSE
AT5G56320,upregulated,"member of Alpha-Expansin Gene Family. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio)",EXPANSIN A14 (ATEXPA14);EXPANSIN 14 (EXP14);EXPANSIN A14 (EXPA14); (ATHEXP ALPHA 1.5); (ATEXP14),1.11456697292973,5.43599523457817e-4,FALSE,FALSE
AT5G56370,downregulated,"F-box/RNI-like/FBD-like domains-containing protein; CONTAINS InterPro DOMAIN/s: FBD (InterPro:IPR013596), F-box domain, cyclin-like (InterPro:IPR001810), F-box domain, Skp2-like (InterPro:IPR022364), FBD-like (InterPro:IPR006566), Leucine-rich repeat 2 (InterPro:IPR013101); BEST Arabidopsis thaliana protein match is: F-box/RNI-like/FBD-like domains-containing protein (TAIR:AT5G56420.2); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",NA,-8.62683232221204,3.16145658090524e-24,TRUE,FALSE
AT5G56380,downregulated,"F-box/RNI-like/FBD-like domains-containing protein; CONTAINS InterPro DOMAIN/s: FBD (InterPro:IPR013596), F-box domain, Skp2-like (InterPro:IPR022364), FBD-like (InterPro:IPR006566), Leucine-rich repeat 2 (InterPro:IPR013101); BEST Arabidopsis thaliana protein match is: F-box/RNI-like/FBD-like domains-containing protein (TAIR:AT1G32375.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).",NA,-1.12184548250026,6.15131573654651e-7,FALSE,FALSE
AT5G56810,downregulated,"F-box/RNI-like/FBD-like domains-containing protein; CONTAINS InterPro DOMAIN/s: FBD (InterPro:IPR013596), F-box domain, cyclin-like (InterPro:IPR001810), F-box domain, Skp2-like (InterPro:IPR022364), FBD-like (InterPro:IPR006566), Leucine-rich repeat 2 (InterPro:IPR013101); BEST Arabidopsis thaliana protein match is: F-box/RNI-like/FBD-like domains-containing protein (TAIR:AT5G56820.1); Has 2124 Blast hits to 2085 proteins in 25 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 2124; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",NA,-1.63784334525234,2.10911394261732e-5,FALSE,FALSE
AT5G57000,downregulated,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G72690.1); Has 153 Blast hits to 116 proteins in 29 species: Archae - 0; Bacteria - 6; Metazoa - 33; Fungi - 7; Plants - 82; Viruses - 0; Other Eukaryotes - 25 (source: NCBI BLink).,NA,-0.789884836189627,0.00361749267792371,TRUE,TRUE
AT5G57340,downregulated,unknown protein; Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).,NA,-0.705966089884452,4.43478105670349e-4,FALSE,FALSE
AT5G57345,downregulated,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,NA,-0.800204433118386,2.30031567518716e-7,TRUE,TRUE
AT5G57550,downregulated,xyloglucan endotransglycosylase-related protein (XTR3),XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE 25 (XTH25);XYLOGLUCAN ENDOTRANSGLYCOSYLASE 3 (XTR3),-1.36596399888503,1.17097736877377e-6,FALSE,FALSE
AT5G57610,downregulated,"Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain; FUNCTIONS IN: protein serine/threonine/tyrosine kinase activity, protein kinase activity; INVOLVED IN: protein amino acid phosphorylation; LOCATED IN: cellular_component unknown; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Octicosapeptide/Phox/Bem1p (InterPro:IPR000270), Protein kinase, ATP binding site (InterPro:IPR017441), Protein kinase, catalytic domain (InterPro:IPR000719), Serine-threonine/tyrosine-protein kinase (InterPro:IPR001245), Protein kinase-like domain (InterPro:IPR011009), Serine/threonine-protein kinase, active site (InterPro:IPR008271); BEST Arabidopsis thaliana protein match is: Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain (TAIR:AT1G16270.2); Has 119780 Blast hits to 118332 proteins in 4796 species: Archae - 124; Bacteria - 12838; Metazoa - 46034; Fungi - 10270; Plants - 32306; Viruses - 451; Other Eukaryotes - 17757 (source: NCBI BLink).",NA,-0.506759932181761,7.78686295922421e-4,TRUE,TRUE
AT5G57660,downregulated,"CONSTANS-like 5 (COL5); FUNCTIONS IN: sequence-specific DNA binding transcription factor activity, zinc ion binding; INVOLVED IN: regulation of transcription; LOCATED IN: intracellular; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: CCT domain (InterPro:IPR010402), Zinc finger, B-box (InterPro:IPR000315); BEST Arabidopsis thaliana protein match is: CONSTANS-like 4 (TAIR:AT5G24930.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",CONSTANS-LIKE 5 (COL5); (ATCOL5),-0.867453061593844,1.2073735220993e-8,TRUE,FALSE
AT5G57780,downregulated,Encodes a atypical member of the bHLH (basic helix-loop-helix) family transcriptional factors.,P1R1 (P1R1),-0.861445228490459,8.96695122645901e-5,FALSE,FALSE
AT5G58090,upregulated,"O-Glycosyl hydrolases family 17 protein; FUNCTIONS IN: cation binding, hydrolase activity, hydrolyzing O-glycosyl compounds, catalytic activity; INVOLVED IN: carbohydrate metabolic process; LOCATED IN: anchored to plasma membrane, plasma membrane, anchored to membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: X8 (InterPro:IPR012946), Glycoside hydrolase, catalytic core (InterPro:IPR017853), Glycoside hydrolase, family 17 (InterPro:IPR000490), Glycoside hydrolase, subgroup, catalytic core (InterPro:IPR013781); BEST Arabidopsis thaliana protein match is: O-Glycosyl hydrolases family 17 protein (TAIR:AT4G31140.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",NA,0.452443312017791,0.00102391609172189,FALSE,FALSE
AT5G58620,upregulated,"zinc finger (CCCH-type) family protein; FUNCTIONS IN: sequence-specific DNA binding transcription factor activity; INVOLVED IN: regulation of transcription; LOCATED IN: endomembrane system; EXPRESSED IN: 17 plant structures; EXPRESSED DURING: 7 growth stages; CONTAINS InterPro DOMAIN/s: Zinc finger, CCCH-type (InterPro:IPR000571), Ankyrin repeat-containing domain (InterPro:IPR020683), Ankyrin repeat (InterPro:IPR002110); BEST Arabidopsis thaliana protein match is: zinc finger (CCCH-type) family protein (TAIR:AT2G40140.2); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",NA,0.567976264290672,6.46278536764589e-4,FALSE,FALSE
